drawNumber drawDate numbers bonus extra
95 "Dec 23, 1992" "1,24,36,38,40,48" 20 "40,44,72,95"
96 "Dec 26, 1992" "5,19,25,29,32,33" 8 "21,74,75,82"
97 "Dec 30, 1992" "2,9,21,25,35,42" 36 "12,13,31,84"
98 "Jan 02, 1993" "9,23,24,25,28,47" 45 "30,79,92,99"
99 "Jan 06, 1993" "25,27,32,35,38,39" 29 "2,42,53,70"
100 "Jan 09, 1993" "18,22,27,33,36,46" 37 "14,33,95,97"
101 "Jan 13, 1993" "5,17,26,29,34,47" 40 "7,38,54,65"
102 "Jan 16, 1993" "1,8,11,24,25,44" 28 "32,46,50,98"
103 "Jan 20, 1993" "4,8,30,36,43,47" 38 "40,54,68,91"
104 "Jan 23, 1993" "13,17,37,39,40,43" 31 "3,9,22,74"
105 "Jan 27, 1993" "7,22,28,37,43,49" 17 "39,48,73,87"
106 "Jan 30, 1993" "14,16,26,29,39,43" 25 "9,10,57,80"
107 "Feb 03, 1993" "11,17,27,35,45,46" 24 "20,29,33,87"
108 "Feb 06, 1993" "3,4,19,30,31,37" 8 "52,57,83,89"
109 "Feb 10, 1993" "12,14,20,30,44,45" 7 "34,42,65,87"
110 "Feb 13, 1993" "4,14,21,35,44,48" 10 "28,47,63,91"
111 "Feb 17, 1993" "1,3,25,31,42,48" 24 "10,32,55,97"
112 "Feb 20, 1993" "1,3,6,7,35,37" 48 "29,62,86,89"
113 "Feb 24, 1993" "5,20,24,38,42,47" 27 "40,46,49,72"
114 "Feb 27, 1993" "13,23,34,35,39,49" 7 "6,11,32,52"
115 "Mar 03, 1993" "8,17,23,29,36,41" 22 "2,52,65,85"
116 "Mar 06, 1993" "9,14,25,35,42,45" 1 "31,55,58,67"
117 "Mar 10, 1993" "1,6,8,31,39,46" 43 "24,28,43,52"
118 "Mar 13, 1993" "12,15,31,39,40,43" 27 "8,56,87,90"
119 "Mar 17, 1993" "2,3,17,24,36,44" 41 "22,42,64,78"
120 "Mar 20, 1993" "9,11,15,17,19,46" 37 "2,14,63,69"
121 "Mar 24, 1993" "5,17,29,35,39,48" 32 "19,31,47,91"
122 "Mar 27, 1993" "16,22,26,34,36,43" 5 "27,61,80,85"
123 "Mar 31, 1993" "9,11,17,21,22,34" 45 "3,20,27,52"
124 "Apr 03, 1993" "9,15,17,18,43,47" 22 "11,14,17,56"
125 "Apr 07, 1993" "2,3,5,18,24,39" 25 "24,68,86,94"
126 "Apr 10, 1993" "15,29,35,37,41,42" 25 "2,4,64,89"
127 "Apr 14, 1993" "31,33,34,38,43,45" 44 "7,50,56,67"
128 "Apr 17, 1993" "2,3,12,29,33,49" 18 "27,33,67,96"
129 "Apr 21, 1993" "1,3,17,21,28,48" 2 "11,29,45,94"
130 "Apr 24, 1993" "11,27,39,40,45,48" 8 "38,44,64,91"
131 "Apr 28, 1993" "11,21,26,30,37,39" 2 "16,22,73,76"
132 "May 01, 1993" "14,22,24,29,45,47" 3 "3,5,40,82"
133 "May 05, 1993" "8,12,22,37,42,48" 49 "28,40,67,97"
134 "May 08, 1993" "18,26,32,36,39,49" 10 "20,26,44,94"
135 "May 12, 1993" "3,21,25,34,37,39" 26 "3,21,52,78"
136 "May 15, 1993" "11,24,37,38,42,47" 49 "48,53,71,95"
137 "May 19, 1993" "18,19,25,28,35,43" 31 "1,12,46,78"
138 "May 22, 1993" "4,16,31,37,44,49" 48 "70,81,86,97"
139 "May 26, 1993" "1,4,24,33,37,47" 20 "11,20,38,65"
140 "May 29, 1993" "3,19,20,24,25,47" 39 "10,21,37,59"
141 "Jun 02, 1993" "5,9,36,40,43,46" 44 "46,62,78,88"
142 "Jun 05, 1993" "16,26,31,39,40,43" 47 "32,63,84,89"
143 "Jun 09, 1993" "8,26,33,40,43,49" 45 "33,49,67,81"
144 "Jun 12, 1993" "2,7,10,16,27,44" 8 "47,48,49,99"
145 "Jun 16, 1993" "9,10,31,35,40,47" 7 "2,22,37,61"
146 "Jun 19, 1993" "4,15,32,41,44,49" 19 "41,46,87,95"
147 "Jun 23, 1993" "1,7,19,22,31,32" 43 "45,80,82,96"
148 "Jun 26, 1993" "10,20,26,28,34,44" 24 "41,61,63,83"
149 "Jun 30, 1993" "4,8,9,25,34,39" 18 "21,62,81,82"
150 "Jul 03, 1993" "22,24,28,33,43,47" 41 "14,61,74,83"
151 "Jul 07, 1993" "13,17,31,36,38,48" 29 "24,37,72,95"
152 "Jul 10, 1993" "4,15,19,27,34,43" 14 "5,37,62,68"
153 "Jul 14, 1993" "24,33,38,39,40,46" 34 "5,67,76,90"
154 "Jul 17, 1993" "6,22,27,29,36,44" 24 "14,56,65,77"
155 "Jul 21, 1993" "3,4,8,31,45,49" 39 "17,34,48,97"
156 "Jul 24, 1993" "14,16,20,29,32,38" 47 "8,39,72,95"
157 "Jul 28, 1993" "5,7,15,17,19,49" 38 "24,28,55,72"
158 "Jul 31, 1993" "1,8,12,23,24,29" 38 "22,25,48,88"
159 "Aug 04, 1993" "8,17,19,25,36,47" 33 "22,45,53,97"
160 "Aug 07, 1993" "12,17,31,32,35,42" 25 "6,10,25,57"
161 "Aug 11, 1993" "13,27,41,43,46,47" 22 "4,38,77,87"
162 "Aug 14, 1993" "6,20,22,31,45,46" 25 "19,26,35,53"
163 "Aug 18, 1993" "5,7,8,11,20,21" 49 "23,24,30,51"
164 "Aug 21, 1993" "1,23,29,30,48,49" 14 "17,32,47,48"
165 "Aug 25, 1993" "5,25,36,41,43,44" 33 "8,50,72,89"
166 "Aug 28, 1993" "2,3,8,24,26,37" 20 "54,73,79,97"
167 "Sep 01, 1993" "7,8,17,22,36,49" 34 "31,38,55,67"
168 "Sep 04, 1993" "5,8,13,36,37,47" 33 "11,67,87,99"
169 "Sep 08, 1993" "14,16,17,20,26,33" 23 "12,25,28,67"
170 "Sep 11, 1993" "13,17,18,30,34,48" 23 "7,14,28,87"
171 "Sep 15, 1993" "8,11,15,32,34,41" 38 "57,73,76,87"
172 "Sep 18, 1993" "9,18,23,29,47,48" 20 "5,59,62,70"
173 "Sep 22, 1993" "4,7,12,17,44,46" 27 "3,23,30,92"
174 "Sep 25, 1993" "12,14,38,41,45,47" 28 "14,32,54,93"
175 "Sep 29, 1993" "8,16,24,40,41,45" 46 "39,50,68,87"
176 "Oct 02, 1993" "19,31,36,39,40,45" 20 "21,22,25,30"
177 "Oct 06, 1993" "5,13,21,36,39,40" 48 "12,50,84,90"
178 "Oct 09, 1993" "24,26,30,31,38,42" 17 "8,26,71,99"
179 "Oct 13, 1993" "4,17,33,38,39,41" 11 "28,68,97,98"
180 "Oct 16, 1993" "8,11,30,39,40,42" 5 "4,65,81,91"
181 "Oct 20, 1993" "8,10,12,21,23,47" 5 "26,42,81,88"
182 "Oct 23, 1993" "4,6,8,18,19,29" 28 "26,59,62,96"
183 "Oct 27, 1993" "1,8,17,39,42,43" 26 "13,66,69,86"
184 "Oct 30, 1993" "2,8,26,28,35,43" 18 "2,4,66,86"
185 "Nov 03, 1993" "23,26,35,37,44,48" 10 "2,9,10,75"
186 "Nov 06, 1993" "1,5,6,20,33,35" 13 "1,6,35,66"
187 "Nov 10, 1993" "10,13,18,28,35,47" 15 "6,18,33,50"
188 "Nov 13, 1993" "2,3,4,41,44,48" 35 "2,10,24,48"
189 "Nov 17, 1993" "1,23,24,25,35,42" 47 "25,34,77,85"
190 "Nov 20, 1993" "2,11,22,34,36,40" 17 "24,34,53,74"
191 "Nov 24, 1993" "2,6,16,30,38,43" 36 "22,47,48,95"
192 "Nov 27, 1993" "2,25,27,28,32,38" 29 "8,18,90,91"
193 "Dec 01, 1993" "13,15,21,41,42,48" 2 "14,30,34,77"
194 "Dec 04, 1993" "3,21,24,33,41,45" 17 "44,61,79,92"
195 "Dec 08, 1993" "3,15,25,31,36,43" 1 "18,24,42,74"
196 "Dec 11, 1993" "16,24,26,34,40,41" 47 "37,48,83,92"
197 "Dec 15, 1993" "5,11,16,17,30,42" 21 "31,48,72,86"
198 "Dec 18, 1993" "1,14,22,34,40,43" 10 "36,80,85,93"
199 "Dec 22, 1993" "2,18,23,28,30,41" 26 "1,40,55,80"
200 "Dec 25, 1993" "7,25,35,37,39,40" 33 "34,44,62,89"
201 "Dec 29, 1993" "1,9,10,33,38,42" 14 "37,61,64,75"
202 "Jan 01, 1994" "7,18,22,28,44,47" 9 "16,44,62,95"
203 "Jan 05, 1994" "4,25,30,35,41,46" 36 "2,36,88,95"
204 "Jan 08, 1994" "9,14,23,38,40,45" 43 "1,44,57,76"
205 "Jan 12, 1994" "2,11,23,25,26,31" 14 "8,67,90,95"
206 "Jan 15, 1994" "4,5,23,24,27,39" 31 "9,67,88,94"
207 "Jan 19, 1994" "2,10,24,33,44,45" 14 "8,45,64,71"
208 "Jan 22, 1994" "8,9,21,22,25,31" 6 "25,39,58,96"
209 "Jan 26, 1994" "19,25,31,34,36,49" 1 "33,41,56,67"
210 "Jan 29, 1994" "5,8,32,37,41,48" 4 "29,62,82,84"
211 "Feb 02, 1994" "28,29,32,36,45,46" 33 "31,52,55,65"
212 "Feb 05, 1994" "1,13,15,23,26,38" 31 "35,47,58,73"
213 "Feb 09, 1994" "7,12,15,25,27,43" 49 "39,40,45,55"
214 "Feb 12, 1994" "2,10,13,23,28,46" 14 "38,75,86,98"
215 "Feb 16, 1994" "8,19,28,32,34,44" 48 "11,30,38,59"
216 "Feb 19, 1994" "2,4,8,35,42,47" 30 "49,61,83,99"
217 "Feb 23, 1994" "2,8,14,25,31,35" 6 "18,42,76,88"
218 "Feb 26, 1994" "2,11,16,17,31,36" 38 "9,39,71,96"
219 "Mar 02, 1994" "7,8,9,10,14,19" 23 "8,15,61,99"
220 "Mar 05, 1994" "18,24,27,33,34,35" 25 "6,29,33,71"
221 "Mar 09, 1994" "2,12,13,39,41,44" 15 "26,51,69,73"
222 "Mar 12, 1994" "15,24,35,36,37,40" 43 "45,83,85,86"
223 "Mar 16, 1994" "2,9,11,12,17,36" 46 "28,51,63,69"
224 "Mar 19, 1994" "7,25,27,34,37,46" 16 "24,29,43,97"
225 "Mar 23, 1994" "4,8,11,29,33,34" 15 "1,6,12,61"
226 "Mar 26, 1994" "10,17,23,24,26,46" 13 "61,63,71,95"
227 "Mar 30, 1994" "6,9,23,30,33,40" 39 "8,20,31,39"
228 "Apr 02, 1994" "32,33,36,39,42,45" 25 "12,73,81,88"
229 "Apr 06, 1994" "3,4,6,11,12,22" 2 "17,33,39,46"
230 "Apr 09, 1994" "13,16,17,19,34,42" 27 "16,61,74,90"
231 "Apr 13, 1994" "5,6,14,15,20,33" 11 "30,36,44,94"
232 "Apr 16, 1994" "1,15,17,24,27,42" 22 "4,23,78,83"
233 "Apr 20, 1994" "1,6,27,28,45,48" 30 "29,30,44,62"
234 "Apr 23, 1994" "12,17,27,45,46,47" 43 "20,59,78,92"
235 "Apr 27, 1994" "1,11,15,23,36,41" 33 "5,7,30,52"
236 "Apr 30, 1994" "3,5,10,14,23,47" 43 "7,31,85,92"
237 "May 04, 1994" "1,17,26,27,33,49" 23 "13,32,35,71"
238 "May 07, 1994" "1,8,14,18,37,41" 21 "32,35,60,98"
239 "May 11, 1994" "3,14,26,28,30,31" 25 "32,38,86,97"
240 "May 14, 1994" "19,20,29,30,35,39" 2 "24,34,41,88"
241 "May 18, 1994" "15,27,31,35,44,48" 4 "26,61,64,84"
242 "May 21, 1994" "20,21,37,38,41,48" 29 "16,34,44,59"
243 "May 25, 1994" "16,18,35,36,37,38" 1 "11,32,72,84"
244 "May 28, 1994" "3,5,19,38,41,49" 33 "6,39,48,88"
245 "Jun 01, 1994" "1,6,10,19,22,40" 24 "51,58,68,74"
246 "Jun 04, 1994" "11,18,20,32,36,46" 45 "10,18,52,92"
247 "Jun 08, 1994" "1,11,13,18,28,32" 48 "3,4,42,79"
248 "Jun 11, 1994" "9,11,16,19,20,39" 14 "23,26,57,62"
249 "Jun 15, 1994" "14,15,17,31,39,40" 27 "45,52,90,95"
250 "Jun 18, 1994" "7,18,19,31,41,47" 33 "34,92,94,97"
251 "Jun 22, 1994" "8,14,20,21,33,41" 9 "5,42,78,92"
252 "Jun 25, 1994" "2,8,15,23,45,49" 30 "35,40,49,57"
253 "Jun 29, 1994" "1,12,19,20,27,36" 15 "18,40,49,93"
254 "Jul 02, 1994" "5,8,19,23,26,42" 6 "13,67,68,74"
255 "Jul 06, 1994" "13,17,22,40,42,46" 43 "15,50,73,77"
256 "Jul 09, 1994" "6,8,14,17,27,49" 11 "17,22,28,52"
257 "Jul 13, 1994" "2,11,13,18,23,29" 43 "20,37,49,55"
258 "Jul 16, 1994" "10,27,31,35,45,47" 40 "22,59,77,95"
259 "Jul 20, 1994" "3,23,28,35,41,45" 46 "13,17,34,68"
260 "Jul 23, 1994" "1,2,10,15,21,42" 32 "1,28,38,48"
261 "Jul 27, 1994" "3,20,24,26,38,45" 36 "1,31,37,84"
262 "Jul 30, 1994" "1,22,24,36,37,44" 43 "32,54,63,65"
263 "Aug 03, 1994" "6,18,24,32,37,49" 7 "21,27,29,56"
264 "Aug 06, 1994" "17,21,29,33,41,44" 48 "11,57,68,72"
265 "Aug 10, 1994" "16,26,33,34,36,43" 28 "3,64,90,96"
266 "Aug 13, 1994" "3,4,20,25,29,41" 35 "3,12,70,92"
267 "Aug 17, 1994" "1,20,22,33,40,41" 47 "16,42,49,56"
268 "Aug 20, 1994" "7,11,15,18,43,48" 25 "15,65,71,86"
269 "Aug 24, 1994" "1,2,21,24,40,47" 12 "24,62,93,99"
270 "Aug 27, 1994" "5,9,10,31,34,48" 29 "29,49,77,85"
271 "Aug 31, 1994" "4,13,20,40,43,44" 8 "3,4,31,92"
272 "Sep 03, 1994" "27,30,33,39,48,49" 17 "30,34,41,45"
273 "Sep 07, 1994" "4,14,19,30,43,47" 29 "48,59,70,88"
274 "Sep 10, 1994" "11,20,24,26,42,44" 33 "27,39,53,71"
275 "Sep 14, 1994" "5,7,24,28,35,36" 2 "54,57,71,84"
276 "Sep 17, 1994" "5,9,28,34,44,48" 39 "24,40,83,89"
277 "Sep 21, 1994" "6,18,20,24,29,44" 48 "12,34,53,92"
278 "Sep 24, 1994" "7,14,17,20,29,32" 44 "30,45,75,83"
279 "Sep 28, 1994" "4,5,9,13,35,40" 30 "21,40,68,89"
280 "Oct 01, 1994" "14,16,24,32,35,37" 17 "16,65,72,76"
281 "Oct 05, 1994" "13,34,35,36,39,46" 28 "49,75,83,97"
282 "Oct 08, 1994" "1,6,15,21,44,49" 8 "15,24,68,72"
283 "Oct 12, 1994" "7,11,32,36,45,47" 23 "29,35,37,84"
284 "Oct 15, 1994" "7,11,19,37,39,40" 45 "17,49,52,95"
285 "Oct 19, 1994" "9,12,14,21,32,44" 20 "26,31,53,90"
286 "Oct 22, 1994" "8,12,29,31,40,43" 42 "15,20,59,82"
287 "Oct 26, 1994" "15,19,24,27,35,37" 43 "8,32,34,96"
288 "Oct 29, 1994" "8,25,27,36,38,39" 6 "2,26,29,69"
289 "Nov 02, 1994" "2,11,26,35,39,42" 1 "11,47,70,88"
290 "Nov 05, 1994" "21,31,36,37,43,46" 26 "27,30,42,62"
291 "Nov 09, 1994" "8,9,10,17,19,24" 26 "11,36,37,59"
292 "Nov 12, 1994" "1,5,8,10,22,42" 4 "15,23,39,61"
293 "Nov 16, 1994" "3,5,6,16,36,42" 11 "29,51,67,89"
294 "Nov 19, 1994" "8,11,17,31,43,46" 34 "31,38,51,62"
295 "Nov 23, 1994" "4,9,22,37,39,42" 49 "7,20,23,67"
296 "Nov 26, 1994" "10,21,31,36,44,46" 14 "42,45,46,70"
297 "Nov 30, 1994" "3,16,17,31,38,42" 1 "8,14,75,99"
298 "Dec 03, 1994" "8,17,25,27,30,40" 42 "22,36,62,78"
299 "Dec 07, 1994" "14,17,21,25,31,47" 6 "12,31,56,77"
300 "Dec 10, 1994" "2,4,23,28,37,41" 1 "5,23,36,90"
301 "Dec 14, 1994" "12,24,26,33,39,41" 20 "37,46,70,83"
302 "Dec 17, 1994" "9,12,15,38,44,49" 36 "27,45,81,90"
303 "Dec 21, 1994" "1,2,6,17,29,43" 14 "6,38,59,84"
304 "Dec 24, 1994" "1,4,13,35,36,39" 32 "1,10,48,72"
305 "Dec 28, 1994" "2,3,17,20,33,45" 1 "15,57,80,84"
306 "Dec 31, 1994" "17,30,33,35,37,45" 47 "7,19,22,39"
307 "Jan 04, 1995" "3,6,8,17,28,48" 5 "3,42,47,98"
308 "Jan 07, 1995" "8,10,11,15,21,33" 29 "23,66,82,87"
309 "Jan 11, 1995" "4,9,12,14,32,40" 29 "56,69,82,96"
310 "Jan 14, 1995" "9,19,21,25,30,44" 4 "21,39,53,72"
311 "Jan 18, 1995" "2,10,20,30,38,41" 15 "1,5,7,41"
312 "Jan 21, 1995" "19,25,27,31,39,48" 14 "30,39,70,97"
313 "Jan 25, 1995" "24,35,36,37,38,49" 30 "18,24,36,80"
314 "Jan 28, 1995" "6,9,13,31,37,49" 40 "2,3,15,29"
315 "Feb 01, 1995" "17,19,22,42,47,48" 33 "33,45,73,93"
316 "Feb 04, 1995" "7,9,25,29,44,46" 4 "34,84,86,95"
317 "Feb 08, 1995" "4,14,16,29,39,47" 41 "16,60,71,85"
318 "Feb 11, 1995" "16,18,26,29,30,41" 25 "10,40,52,68"
319 "Feb 15, 1995" "3,16,21,32,33,45" 29 "1,11,16,90"
320 "Feb 18, 1995" "2,25,28,31,43,47" 48 "14,15,20,84"
321 "Feb 22, 1995" "2,10,28,32,35,40" 26 "55,66,83,86"
322 "Feb 25, 1995" "9,15,20,35,38,40" 37 "8,44,57,83"
323 "Mar 01, 1995" "1,16,26,34,35,48" 5 "58,73,84,94"
324 "Mar 04, 1995" "1,3,21,31,33,38" 32 "4,52,55,62"
325 "Mar 08, 1995" "15,16,20,35,36,44" 28 "5,9,83,85"
326 "Mar 11, 1995" "2,5,8,12,37,49" 21 "4,62,68,88"
327 "Mar 15, 1995" "13,23,24,36,37,42" 16 "48,51,76,99"
328 "Mar 18, 1995" "12,30,32,33,40,48" 36 "3,40,75,93"
329 "Mar 22, 1995" "5,6,17,18,29,36" 11 "64,69,70,88"
330 "Mar 25, 1995" "4,10,25,32,37,49" 16 "4,11,66,68"
331 "Mar 29, 1995" "5,9,10,14,29,37" 43 "6,17,18,37"
332 "Apr 01, 1995" "2,6,22,27,29,40" 43 "6,51,89,90"
333 "Apr 05, 1995" "12,16,24,38,39,46" 9 "16,52,54,78"
334 "Apr 08, 1995" "7,10,33,34,39,48" 5 "3,8,24,87"
335 "Apr 12, 1995" "2,29,36,37,42,47" 3 "15,30,46,79"
336 "Apr 15, 1995" "2,25,27,33,36,43" 18 "31,44,64,98"
337 "Apr 19, 1995" "6,7,24,25,45,49" 34 "65,68,90,91"
338 "Apr 22, 1995" "11,19,28,34,39,47" 17 "11,16,35,52"
339 "Apr 26, 1995" "2,16,29,33,45,47" 24 "51,67,85,92"
340 "Apr 29, 1995" "6,14,26,28,29,49" 41 "9,15,34,74"
341 "May 03, 1995" "5,9,19,23,32,41" 16 "26,61,79,84"
342 "May 06, 1995" "5,9,13,34,35,37" 42 "25,65,71,99"
343 "May 10, 1995" "1,7,16,26,32,42" 27 "15,51,72,91"
344 "May 13, 1995" "2,14,16,25,29,32" 11 "11,59,66,70"
345 "May 17, 1995" "4,9,14,15,20,36" 2 "6,70,81,82"
346 "May 20, 1995" "19,26,27,33,36,38" 24 "1,12,13,36"
347 "May 24, 1995" "8,10,18,19,30,40" 41 "35,72,84,92"
348 "May 27, 1995" "6,9,15,16,18,42" 21 "4,27,46,60"
349 "May 31, 1995" "4,6,23,40,46,48" 15 "12,35,40,96"
350 "Jun 03, 1995" "7,19,29,39,41,43" 10 "21,36,38,80"
351 "Jun 07, 1995" "13,21,29,36,45,46" 33 "5,48,84,90"
352 "Jun 10, 1995" "18,21,29,38,46,48" 15 "5,52,59,81"
353 "Jun 14, 1995" "2,14,27,34,43,49" 21 "34,56,64,84"
354 "Jun 17, 1995" "4,6,16,23,30,36" 18 "12,90,96,97"
355 "Jun 21, 1995" "7,10,24,30,46,49" 34 "34,36,46,78"
356 "Jun 24, 1995" "8,10,24,31,42,46" 34 "21,33,43,74"
357 "Jun 28, 1995" "10,19,25,34,41,45" 33 "6,16,88,98"
358 "Jul 01, 1995" "12,15,32,34,39,45" 2 "37,76,79,91"
359 "Jul 05, 1995" "12,20,28,31,33,48" 2 "1,14,42,78"
